證券代碼,股票簡稱,上市板,所屬行業,最近收盤股價,流通股份,市值(百萬),Q4sales,Q3sales,Q4NI,Q3NI,corr,corr1,predict112Sales,predict112NI,predict112EPS,Div,EPS,corr,predict112Div,預估年度殖利率(%),預估配發股利總金額(百萬),預估殖利率5%股價
4147.TWO,中裕,上櫃,生技醫療業,85.8,273079008,23430.178886399997,"[704504.0, 722485.0, 413442.0, 563008.0]","[495598.0, 570172.0, 337583.0, 236535.0]","[-578654.0, -183304.0, -470933.0, -269289.0]","[-496942.0, -91501.0, -172221.0, -231506.0]",0.7445198214305697,0.7872261797090323,546624.0486403388,-283270.4214698115,-1.0373203841058758,"[0.0, 0.0, 0.0, 0.0]","[-2.3, -0.73, -1.87, -1.07]",,0.0,0.000%,0.0,0.0
4148.TW,全宇生技-KY,上市,生技醫療業,47.4,64034000,3035.2116,"[1767699.0, 1642783.0, 2197323.0, 3702330.0]","[1395472.0, 1087021.0, 1524067.0, 2821228.0]","[35694.0, 82204.0, 198128.0, 368204.0]","[34713.0, 46934.0, 118167.0, 321541.0]",0.9913639682621772,0.979065198005612,2997517.327930018,190253.78810156355,2.971137022543704,"[1.0, 1.0, 1.5, 2.5]","[0.56, 1.28, 3.09, 5.75]",0.9844747345146738,1.5906394851926273,3.356%,101.8550087948247,31.812789703852545
4153.TWO,鈺緯,上櫃,生技醫療業,47.6,58668000,2792.5968,"[716170.0, 736925.0, 712232.0, 949204.0]","[557244.0, 588959.0, 519239.0, 653883.0]","[56044.0, 17418.0, 21855.0, 49661.0]","[57720.0, 22898.0, 22277.0, 27969.0]",0.9052919001606239,0.7793956162121591,976640.118353544,54092.212595759745,0.9220053963959866,"[0.0, 0.26, 0.37, 1.0]","[0.78, 0.26, 0.37, 0.85]",0.35736020009501707,1.0847122308371593,2.279%,63.63789715875446,21.694244616743184
4154.TWO,樂威科-KY,上櫃,其他業,15.15,35720000,541.158,"[712622.0, 550227.0, 400712.0, 439560.0]","[499523.0, 418013.0, 332707.0, 330319.0]","[-55206.0, -31580.0, -85801.0, -41029.0]","[-35312.0, -6976.0, -67723.0, -22778.0]",0.9894817174399352,0.99599647878175,269972.4506599903,-111167.76368211319,-3.1121994311901786,"[0.0, 0.0, 0.0, 0.0]","[-2.23, -1.16, -2.18, -0.98]",,0.0,0.000%,0.0,0.0
4155.TW,訊映,上市,生技醫療業,25.05,146958000,3681.2979,"[1241252.0, 1484413.0, 1263378.0, 1483523.0]","[866141.0, 1032020.0, 905546.0, 1161393.0]","[125760.0, 129728.0, 43462.0, 143462.0]","[92494.0, 94065.0, 44890.0, 148816.0]",0.9156841738890177,0.877452813795796,1299130.9530574456,53272.792250022714,0.3625035197132699,"[1.45, 1.4, 1.0, 1.2563]","[1.71, 1.56, 0.46, 1.51]",0.9547486200152222,0.9579276050154494,3.824%,140.77512497786043,19.158552100308988
4157.TWO,太景*-KY,上櫃,生技醫療業,14.45,717843968,10372.8453376,"[20314.0, 23422.0, 1294522.0, 36230.0]","[13497.0, 15400.0, 1292993.0, 31505.0]","[-295685.0, -404819.0, 775618.0, -237164.0]","[-96375.0, -274550.0, 915181.0, -124896.0]",0.9999977867746888,0.9976364636905635,120698.34157170456,-194675.34301247503,-0.2711945097969745,"[0.0, 0.0, 0.0, 0.0]","[-0.41, -0.56, 1.08, -0.33]",,0.0,0.000%,0.0,0.0
4160.TWO,訊聯基因,上櫃,生技醫療業,126.0,25404900,3201.0174,"[429384.0, 443130.0, 519511.0, 547809.0]","[317069.0, 328343.0, 398060.0, 406401.0]","[18304.0, -15705.0, 7839.0, 25731.0]","[16951.0, -6637.0, 9386.0, 19433.0]",0.9918220464412987,0.9963609572635074,574357.4413553844,27268.552106413827,1.073357978437775,"[0.67938368, 0.0, 0.29097003, 0.47754696]","[0.75, -0.65, 0.32, 1.06]",0.8884454579646401,0.6043172559287638,0.480%,15.352619455144653,12.086345118575275
4161.TWO,聿新科,上櫃,生技醫療業,34.85,52981000,1846.38785,"[566422.0, 485598.0, 737892.0, 767753.0]","[397489.0, 343713.0, 535785.0, 525134.0]","[5251.0, -59987.0, 22592.0, 48498.0]","[12376.0, -43684.0, 17383.0, 31861.0]",0.99070112149838,0.9886592736564432,825265.5396628627,68211.80418323539,1.2874767215272531,"[0.6, 0.3, 0.3, 0.0]","[0.11, -1.24, 0.47, 1.0]",-0.380071270645336,0.0,0.000%,0.0,0.0
4162.TWO,智擎,上櫃,生技醫療業,96.6,143676992,13879.197427199999,"[314040.0, 1056012.0, 654835.0, 654383.0]","[239112.0, 269547.0, 451034.0, 495910.0]","[42550.0, 604281.0, 426031.0, 318783.0]","[79509.0, 81592.0, 314501.0, 265166.0]",0.03947402028519699,0.15601288145868755,690000.444943687,363511.43157078256,2.5300601474923874,"[0.5, 2.5, 2.7, 2.0]","[0.29, 4.15, 2.95, 2.22]",0.9170039553134486,1.9969219212449791,2.067%,286.9117349033395,39.93843842489958
4163.TWO,鐿鈦,上櫃,生技醫療業,120.0,49780100,5973.612,"[2327239.0, 1961112.0, 1973345.0, 2413462.0]","[1799832.0, 1482210.0, 1464593.0, 1751892.0]","[363981.0, 246838.0, 228438.0, 422331.0]","[319847.0, 212208.0, 156269.0, 367656.0]",0.9640550306572737,0.9864196365897068,2473145.4408931094,372302.9931777213,7.478952295751139,"[5.0, 3.5, 2.5, 4.0]","[9.05, 5.11, 4.73, 8.75]",0.876201296424314,3.9749767500244197,3.312%,197.87474011389062,79.4995350004884
4164.TW,承業醫,上市,生技醫療業,50.9,166755008,8487.829907199999,"[2950052.0, 2554911.0, 2439564.0, 2974352.0]","[2339972.0, 2019992.0, 1563012.0, 2115832.0]","[395172.0, 366389.0, 381633.0, 356571.0]","[317376.0, 318132.0, 245536.0, 272895.0]",0.8478142666573238,0.18198086161249358,3023124.8044981956,368829.65379876626,2.2118055596793007,"[1.99670253, 2.01, 2.011, 2.01]","[2.83, 2.53, 2.43, 2.21]",-0.8450054050398218,2.0116421596325,3.952%,335.45140442265483,40.232843192649995
4167.TWO,松瑞藥,上櫃,生技醫療業,23.1,317399008,7331.9170848,"[1318694.0, 1827240.0, 1743785.0, 1265749.0]","[943069.0, 1260226.0, 1408591.0, 1011579.0]","[-4934.0, 250941.0, 9956.0, 36387.0]","[-46330.0, 159439.0, 39354.0, 77099.0]",0.8992090366323547,0.8684495705218978,1033266.8694604065,-14028.420433406944,-0.04419806010675038,"[0.0, 0.1331, 0.0, 0.1032]","[-0.02, 0.88, 0.03, 0.11]",0.7885009313039066,0.021107695497008163,0.091%,6.699561611916458,0.4221539099401632
4168.TWO,醣聯,上櫃,生技醫療業,30.4,108208000,3289.5232,"[734.0, 451.0, 5475.0, 30085.0]","[490.0, 296.0, 984.0, 28435.0]","[-247227.0, -162731.0, -172493.0, -219822.0]","[-207094.0, -115040.0, -125802.0, -150619.0]",0.9896885853018521,0.9517444885512688,4158.770172651396,-168283.37863143277,-1.5551842620825889,"[0.0, 0.0, 0.0, 0.0]","[-3.26, -1.83, -1.78, -2.21]",,0.0,0.000%,0.0,0.0
4171.TWO,瑞基,上櫃,農業科技業,34.6,57458000,1988.0468,"[365795.0, 857034.0, 1012077.0, 750017.0]","[242956.0, 572247.0, 790421.0, 664751.0]","[77180.0, 257284.0, 376622.0, 221337.0]","[62100.0, 166302.0, 312959.0, 273901.0]",0.9487817238889786,0.8616513942204053,303128.5354789989,-60159.923208497654,-1.047024317040232,"[0.0, 3.53954176, 5.0, 1.5]","[2.0, 6.34, 9.01, 4.82]",0.9848943104103547,0.0,0.000%,0.0,0.0
4173.TWO,久裕,上櫃,生技醫療業,21.75,74574000,1621.9845,"[1112150.0, 1251395.0, 945661.0, 1018023.0]","[824550.0, 948367.0, 701616.0, 759629.0]","[60628.0, 47249.0, 55305.0, 62617.0]","[47009.0, 40859.0, 30298.0, 49009.0]",0.998601829845447,0.5081044718244151,1142940.1849949444,62041.34955493487,0.8319434327638973,"[1.0, 0.56023613, 0.5, 0.65]","[1.36, 0.72, 0.74, 0.84]",0.9870831927560613,0.6167066137586995,2.835%,45.990279014441256,12.334132275173989
4174.TWO,浩鼎,上櫃,生技醫療業,62.1,229248000,14236.3008,"[872.0, 140886.0, 18772.0, 4711.0]","[567.0, 61020.0, 16262.0, 4204.0]","[-1407026.0, -1377935.0, -1530687.0, -1613916.0]","[-896575.0, -1008864.0, -971966.0, -1036171.0]",0.9918051965804782,0.5145575681236292,47543.45856413474,-1056387.647894254,-4.608056113441574,"[0.0, 0.0, 0.0, 0.0]","[-7.76, -7.34, -7.69, -7.27]",,0.0,0.000%,0.0,0.0
4175.TWO,杏一,上櫃,生技醫療業,72.0,42249000,3041.928,"[5304985.0, 5927456.0, 6540292.0, 7224083.0]","[3849370.0, 4311852.0, 4784355.0, 5358759.0]","[141026.0, 109847.0, 67930.0, 170861.0]","[102021.0, 76434.0, 45380.0, 152740.0]",0.9995782332094426,0.9773530327875464,7346119.603275143,65519.80681216726,1.5508013636338673,"[3.6, 2.05, 1.6, 2.85]","[4.7, 3.5, 1.97, 4.83]",0.8904595465249324,1.2230667720293704,1.699%,51.67334805146887,24.46133544058741
4183.TWO,福永生技,上櫃,生技醫療業,25.95,23800000,617.61,"[459346.0, 477598.0, 480278.0, 463452.0]","[322372.0, 359622.0, 333416.0, 359426.0]","[18438.0, 31701.0, 18639.0, 25360.0]","[14850.0, 29936.0, 4901.0, 22704.0]",0.23953625073202378,0.9140602047829349,466991.5773133522,22894.74534868615,0.9619640902809306,"[0.7, 1.2, 0.7, 0.98]","[0.77, 1.33, 0.78, 1.07]",0.9994706620156157,0.8718602212197171,3.360%,20.750273265029268,17.43720442439434
4188.TWO,安克,上櫃,生技醫療業,27.45,54503500,1496.121075,"[84086.0, 63941.0, 85791.0, 61630.0]","[69982.0, 43928.0, 58937.0, 47837.0]","[-37741.0, -35444.0, -25544.0, -53488.0]","[-19605.0, -31149.0, -19322.0, -33323.0]",0.8786912766180708,0.7179819249374325,61052.882893275266,-47629.64919192952,-0.8738823963952685,"[0.0, 0.0, 0.0, 0.0]","[-0.71, -0.67, -0.48, -1.01]",,0.0,0.000%,0.0,0.0
4190.TW,佐登-KY,上市,生技醫療業,52.0,60950000,3169.4,"[3252265.0, 2731429.0, 2819340.0, 2778417.0]","[2343128.0, 1898031.0, 2033157.0, 1946776.0]","[470466.0, 257725.0, 292157.0, 13982.0]","[309678.0, 122718.0, 199503.0, 29920.0]",0.9902769635861568,0.9714070199422461,3157106.0071168407,19916.389033490363,0.3267660218784309,"[4.0, 2.0, 3.5, 1.0]","[8.05, 4.41, 4.98, 0.24]",0.9253715549957325,1.0016135952158103,1.926%,61.04834862840363,20.032271904316204
4192.TWO,杏國,上櫃,生技醫療業,44.15,35165000,1552.53475,"[12967.0, 13336.0, 6939.0, 15857.0]","[10841.0, 7672.0, 4069.0, 10763.0]","[-408637.0, -398918.0, -458597.0, -188666.0]","[-296367.0, -296260.0, -378462.0, -106929.0]",0.8935617158540671,0.9916361400887519,18264.78850431452,-168236.60286830598,-4.7842059681019755,"[0.0, 0.0, 0.0, 0.0]","[-4.54, -3.83, -4.04, -1.64]",,0.0,0.000%,0.0,0.0
4198.TWO,欣大健康,上櫃,生技醫療業,43.5,22108000,961.698,"[181729.0, 101361.0, 122354.0, 254437.0]","[154334.0, 76301.0, 90885.0, 204721.0]","[-152383.0, -114865.0, -95394.0, -66885.0]","[-90917.0, -90331.0, -72801.0, -39193.0]",0.9952288429712522,0.8837376023321352,226874.26258313167,-73181.88880975968,-3.3101994214655184,"[0.0, 0.0, 0.0, 0.0]","[-3.58, -1.87, -1.3, -3.77]",,0.0,0.000%,0.0,0.0
4205.TWO,中華食,上櫃,食品工業,93.5,88772000,8300.182,"[1583022.0, 1647873.0, 1724236.0, 1841712.0]","[1169702.0, 1224650.0, 1252341.0, 1344845.0]","[284973.0, 339841.0, 333731.0, 352728.0]","[209334.0, 258565.0, 231327.0, 251040.0]",0.9916368892289352,0.8980797106557169,1992441.5756127764,345337.9552714799,3.8901675671549576,"[3.0, 2.0, 3.0, 3.0]","[3.53, 4.21, 3.76, 3.97]",-0.785839368642845,2.9396732233940743,3.144%,260.96067138713875,58.793464467881485
4207.TWO,環泰,上櫃,食品工業,17.9,187300000,3352.6699999999996,"[4109093.0, 3897342.0, 4385548.0, 5044450.0]","[3054405.0, 2926127.0, 3240359.0, 3749809.0]","[66691.0, 151564.0, 364340.0, 138875.0]","[41393.0, 140289.0, 137550.0, 131974.0]",0.9987921766948188,0.6036636415052274,5369323.827721819,285364.65882261284,1.5235699883748683,"[0.3734023, 0.65, 0.4, 0.35]","[0.39, 0.92, 2.25, 0.79]",-0.02505063427201693,0.6749993624203752,3.771%,126.42738058133628,13.499987248407503
4303.TWO,信立,上櫃,塑膠工業,43.55,77965000,3395.37575,"[422923.0, 332962.0, 365000.0, 325363.0]","[333756.0, 261650.0, 289442.0, 256534.0]","[114194.0, -28429.0, 136765.0, -41198.0]","[104590.0, -37131.0, 86404.0, -25934.0]",0.9996137657280261,0.9731653156192629,162312.7191404315,75787.21571640376,0.9720671547027996,"[1.2, 0.3, 1.1, 0.0]","[1.63, -0.41, 1.96, -0.61]",0.9748096432292213,0.7918292332082174,1.818%,61.734966167078674,15.836584664164347
4304.TWO,勝昱,上櫃,塑膠工業,8.26,36038100,297.674706,"[415583.0, 406040.0, 383334.0, 513266.0]","[309748.0, 282714.0, 294019.0, 315476.0]","[-42470.0, -40940.0, 152147.0, -56371.0]","[-26619.0, -41765.0, -30235.0, -44638.0]",0.7165802410042059,0.45941819072646267,646661.3589090578,66662.70976720701,1.849784249647096,"[0.0, 0.0, 0.0, 0.0]","[-1.18, -1.14, 4.22, -1.56]",,0.0,0.000%,0.0,0.0
4305.TWO,世坤,上櫃,塑膠工業,45.5,55014000,2503.137,"[1045670.0, 1005070.0, 1172837.0, 909733.0]","[792280.0, 728707.0, 815852.0, 707192.0]","[128715.0, 114356.0, 111416.0, 146870.0]","[112319.0, 81535.0, 76160.0, 132237.0]",0.9276505129576111,0.9868952729945183,888389.9838041682,148757.9450959398,2.704001619513938,"[2.1, 1.8, 1.8, 2.0]","[2.34, 2.08, 2.03, 2.67]",0.7271788311097546,2.025469376799054,4.452%,111.42917229522314,40.50938753598108
4306.TW,炎洲,上市,塑膠工業,21.9,624102976,13667.8551744,"[16177441.0, 13948716.0, 17181794.0, 14671393.0]","[12133038.0, 9964678.0, 12918780.0, 11569430.0]","[-509016.0, 805604.0, 867762.0, 1037826.0]","[41065.0, 1212052.0, 740869.0, 796871.0]",0.9400331668353905,0.8556385991102056,12817751.317729583,405267.90207318275,0.6493606306296202,"[0.3, 0.62, 1.0, 1.0]","[-0.99, 1.51, 1.47, 1.72]",0.8614895876677817,0.6668699002977115,3.045%,416.1954893806251,13.33739800595423
4401.TWO,東隆興,上櫃,紡織纖維,24.55,122692000,3012.0886,"[3563732.0, 3151677.0, 5024292.0, 4099883.0]","[2740065.0, 2177770.0, 3707656.0, 3411729.0]","[210299.0, 84440.0, 317640.0, 167570.0]","[183394.0, 25146.0, 236706.0, 204078.0]",0.9475999181958268,0.8570110300758762,2850801.2715097335,51206.39599595356,0.41735725227360837,"[1.2, 1.0, 1.3, 0.7]","[1.75, 0.7, 2.64, 1.37]",0.6349619691335265,0.21324823104300897,0.869%,26.163851963128856,4.264964620860179
4402.TWO,福大,上櫃,紡織纖維,36.45,67992000,2478.3084,"[165572.0, 119595.0, 153414.0, 171703.0]","[121220.0, 94284.0, 101484.0, 131952.0]","[313474.0, -50116.0, -39349.0, -7968.0]","[329669.0, -33250.0, -33827.0, 4208.0]",0.887409811233631,0.9996449677684017,86931.85083777002,-18250.329134310425,-0.26841877183066276,"[0.0, 0.0, 0.0, 0.0]","[6.82, -1.09, -0.86, -0.17]",,0.0,0.000%,0.0,0.0
4406.TWO,新昕纖,上櫃,紡織纖維,11.0,51912000,571.032,"[625005.0, 369221.0, 493078.0, 570080.0]","[468572.0, 272361.0, 360340.0, 437225.0]","[-11966.0, -48917.0, 17129.0, 20591.0]","[-8863.0, -48081.0, 15663.0, 29921.0]",0.9968010099660144,0.9918547476411893,413365.1485853601,-3683.5339509464393,-0.07095727290311371,"[0.0, 0.0, 0.0, 0.0]","[-0.23, -0.94, 0.33, 0.4]",,0.0,0.000%,0.0,0.0
4413.TWO,飛寶企業,上櫃,紡織纖維,18.5,31315000,579.3275,"[586845.0, 450276.0, 641487.0, 692685.0]","[414927.0, 355229.0, 465571.0, 585105.0]","[44376.0, -27907.0, 6197.0, 53984.0]","[28820.0, -10116.0, 6314.0, 61746.0]",0.9146353617277113,0.9331822939284474,497017.6542928508,27928.851975865407,0.8918681774186623,"[0.0, 0.0, 0.0, 0.5]","[1.42, -0.89, 0.2, 1.72]",0.6162575072951544,0.2592640046902245,1.401%,8.118852306874379,5.185280093804489
4414.TW,如興,上市,紡織纖維,3.19,882115008,2813.94687552,"[16917563.0, 17077832.0, 16487250.0, 17289008.0]","[11951777.0, 13118483.0, 12776063.0, 13641521.0]","[-1043633.0, -129653.0, -1891502.0, -4364127.0]","[144552.0, -348644.0, -531437.0, -3236353.0]",0.5072112079957796,0.9200425357194908,16378418.627931917,-1392518.1369136088,-1.5786129068032009,"[0.0, 0.0, 0.0, 0.0]","[-1.36, -0.16, -2.31, -5.32]",,0.0,0.000%,0.0,0.0
4416.TWO,三圓,上櫃,建材營造業,96.7,57807000,5589.9369,"[89138.0, 135753.0, 91328.0, 95717.0]","[66037.0, 112948.0, 68185.0, 71171.0]","[-181693.0, -108838.0, 977438.0, -271108.0]","[-56734.0, -77083.0, 1078376.0, -200099.0]",0.9994895125628183,0.9979038295664874,97945.65595595512,-90695.71282521705,-1.5689399696441098,"[1.0, 0.0, 5.0, 2.0]","[-3.26, -1.95, 17.34, -4.71]",0.8793394353578464,1.3736857152197235,1.421%,79.40865013970655,27.47371430439447
4417.TWO,金洲,上櫃,紡織纖維,37.8,83971000,3174.1037999999994,"[2898777.0, 2632079.0, 2379223.0, 3266960.0]","[2107531.0, 1937426.0, 1840941.0, 2317083.0]","[301241.0, 315609.0, 261836.0, 402977.0]","[211903.0, 268279.0, 229550.0, 257264.0]",0.9963218740473493,0.5311460384555201,3115888.4044138324,300780.3490522274,3.5819550684430026,"[2.0, 2.5, 2.1, 2.9]","[3.59, 3.76, 3.12, 4.8]",0.8985200084794731,2.2521766536899808,5.958%,189.11752578700137,45.043533073799615
4419.TWO,元勝,上櫃,紡織纖維,67.2,158163008,10628.5541376,"[3316.0, 1562.0, 102971.0, 245594.0]","[2324.0, 758.0, 32586.0, 161050.0]","[-19405.0, -49946.0, -28029.0, -23583.0]","[-15383.0, -43675.0, 32696.0, -22491.0]",0.9734731858188661,0.4683653339703572,435333.57292143605,-29654.86077096259,-0.18749555377046564,"[0.0, 0.0, 0.0, 0.0]","[-0.59, -1.33, -0.6, -0.63]",,0.0,0.000%,0.0,0.0
4420.TWO,光明,上櫃,紡織纖維,59.8,40455000,2419.209,"[845034.0, 591738.0, 916838.0, 928545.0]","[651373.0, 395890.0, 678179.0, 710003.0]","[551761.0, -18664.0, 82605.0, -4354.0]","[556639.0, -35094.0, 71313.0, -3602.0]",0.9937510244397207,0.99964190842536,697123.5423878004,-53782.205753523165,-1.32943284522366,"[2.0, 3.0, 2.0, 2.0]","[13.64, -0.46, 2.04, -0.11]",-0.4237125957733774,24.171506274376668,40.421%,977.8582863299081,483.43012548753336
4426.TW,利勤,上市,紡織纖維,16.2,172676992,2797.3672704,"[2300674.0, 1217165.0, 642896.0, 1398219.0]","[1842776.0, 941009.0, 499197.0, 967468.0]","[364046.0, -108638.0, -371570.0, -79481.0]","[335955.0, -80849.0, -273130.0, -98731.0]",0.9924749072510665,0.9925010413730959,1311168.6056167353,8301.363483037625,0.048074519870242034,"[0.48, 0.0, 0.0, 0.0]","[2.26, -0.63, -2.15, -0.46]",0.910224798899896,0.15489555901292063,0.956%,26.746899204509624,3.0979111802584125
4430.TWO,耀億,上櫃,其他業,22.55,56274000,1268.9787,"[2024650.0, 2000573.0, 2221567.0, 2071643.0]","[1515882.0, 1404731.0, 1750649.0, 1648873.0]","[392276.0, -13526.0, 42294.0, 9440.0]","[416068.0, -49234.0, 62263.0, 68273.0]",0.9122134799507507,0.9816882581162907,2008220.8847429065,-94859.20265978223,-1.6856666073103428,"[1.5, 0.5, 0.5, 0.5]","[6.97, -0.24, 0.75, 0.17]",0.9928228419438943,0.22404309435755349,0.994%,12.607801091876965,4.480861887151069
4432.TWO,銘旺實,上櫃,紡織纖維,23.1,50589000,1168.6059,"[1838059.0, 1569085.0, 1349350.0, 1540608.0]","[1446635.0, 1265633.0, 955007.0, 1213676.0]","[-73979.0, -8862.0, -103105.0, 172263.0]","[-22585.0, 30564.0, -59829.0, 167343.0]",0.9742708336448774,0.9975474177762458,1274957.3077067528,92860.24193069385,1.8355816863486893,"[0.0, 0.0, 0.0, 0.3]","[-1.46, -0.18, -2.04, 3.41]",0.9481565847886242,0.18569625807419488,0.804%,9.394187999715443,3.7139251614838975
4433.TWO,興采,上櫃,紡織纖維,29.0,60439800,1752.7542,"[1580098.0, 2107818.0, 2879693.0, 3217811.0]","[1243465.0, 1646109.0, 2123856.0, 2521413.0]","[20335.0, 363191.0, 56776.0, 138003.0]","[45788.0, 398243.0, 54618.0, 141524.0]",0.9940537382314806,0.9961168370445558,2628015.062826377,-1788.1224780327452,-0.02958518191709346,"[1.0, 2.0, 1.0, 1.5]","[0.5, 7.82, 1.21, 2.51]",0.9584240112404406,0.9540431805206205,3.290%,57.6621790220302,19.08086361041241
4438.TW,廣越,上市,紡織纖維,112.5,103425000,11635.3125,"[16259317.0, 12188857.0, 13022416.0, 20065595.0]","[13143309.0, 10442321.0, 9323877.0, 15615893.0]","[1006033.0, 537296.0, 630502.0, 1176153.0]","[991396.0, 468262.0, 497135.0, 1268000.0]",0.9638316432066237,0.9936103758912929,17575799.931811206,878773.9868744739,8.496726970021502,"[7.5, 3.2, 4.2, 6.8]","[9.73, 5.2, 6.1, 11.38]",0.9292845613189649,5.681374555731492,5.050%,587.5961634265295,113.62749111462983
4439.TW,冠星-KY,上市,紡織纖維,108.0,37874000,4090.392,"[7358438.0, 5389194.0, 7418374.0, 7429114.0]","[5808198.0, 4128106.0, 5586313.0, 6319623.0]","[388128.0, 416040.0, 336132.0, 442041.0]","[362136.0, 339301.0, 302280.0, 386146.0]",0.9482859481130215,0.8667953019969095,5632482.284946238,448523.30284699536,11.842512088688688,"[8.0, 6.5, 4.5, 7.0]","[13.92, 13.25, 10.72, 11.74]",0.830403590905189,6.023090000824542,5.577%,228.11851069122872,120.46180001649084
4440.TW,宜新實業,上市,紡織纖維,26.1,67598000,1764.3078,"[1820164.0, 1511357.0]","[1336949.0, 1189582.0]","[311369.0, 196117.0]","[239443.0, 156609.0]",1.0,1.0,581933.1538336263,12031.586860467905,0.17798732004597628,"[2.0, 0.5, 4.0, 3.0]","[3.6, 2.85, 5.06, 2.9]",0.7240781292205273,0.18412481390817756,0.705%,12.446469170564987,3.682496278163551
4442.TWO,竣邦-KY,上櫃,紡織纖維,27.4,27529000,754.2946,[],[],[],[],,,0.0,0.0,0.0,"[nan, nan, nan, nan]","[nan, nan, nan, nan]",,,nan%,,
4502.TWO,健信,上櫃,電機機械,29.35,57469700,1686.735695,"[1534295.0, 1453087.0, 1426336.0, 1479315.0]","[1225193.0, 1017520.0, 1122152.0, 1137812.0]","[2729.0, -120338.0, -145471.0, -22481.0]","[28100.0, -74726.0, -106660.0, 4377.0]",0.7214606734795371,0.9979071601334751,1454714.773380227,-20674.69063036479,-0.35974940934726973,"[0.2, 0.0, 0.0, 0.0]","[0.06, -2.4, -2.87, -0.39]",0.670993153101622,-0.0,-0.000%,-0.0,-0.0
4503.TWO,金雨,上櫃,電機機械,63.4,60313000,3823.8442,"[400396.0, 200854.0, 134340.0, 175343.0]","[300019.0, 166283.0, 92561.0, 119309.0]","[26173.0, -11884.0, -33192.0, -37403.0]","[21661.0, -2411.0, -20816.0, -29763.0]",0.991457656976651,0.9886597928775698,241098.03266893592,-62553.26364419467,-1.0371439597465666,"[0.0, 0.0, 0.0, 0.0]","[0.67, -0.3, -0.85, -0.84]",,0.0,0.000%,0.0,0.0
4506.TWO,崇友,上櫃,電機機械,107.5,177012000,19028.79,"[4280041.0, 4393396.0, 4605023.0, 4739507.0]","[3118695.0, 3353224.0, 3343588.0, 3513429.0]","[679312.0, 725678.0, 777924.0, 847892.0]","[522328.0, 569709.0, 584302.0, 688570.0]",0.8880555252473887,0.968033091544506,5242925.296616798,894536.3133002381,5.053534863739397,"[2.7, 3.0, 3.2, 3.4]","[3.84, 4.1, 4.39, 4.79]",0.9806618303321408,3.630852029744489,3.378%,642.7043794891315,72.61704059488977
4510.TWO,高鋒,上櫃,電機機械,28.6,108011000,3089.1146,"[1882727.0, 1608737.0, 1957939.0, 2050389.0]","[1481621.0, 1219934.0, 1450863.0, 1582393.0]","[-28202.0, -12227.0, -36126.0, 49295.0]","[3381.0, 5764.0, -29189.0, 58134.0]",0.9697658198557038,0.9571174326611821,1982262.249691723,84249.42381286639,0.7800078122864004,"[0.0, 0.0, 0.0, 0.4]","[-0.26, -0.11, -0.33, 0.46]",0.9666997366574782,0.5528813503254829,1.933%,59.717267530005735,11.057627006509657
4513.TWO,福裕,上櫃,電機機械,42.35,106880000,4526.368,"[1376241.0, 1116868.0, 1607091.0, 1610552.0]","[991707.0, 747223.0, 1178191.0, 1232269.0]","[-12515.0, -38882.0, 33900.0, -22995.0]","[-17767.0, -44843.0, 12362.0, 24770.0]",0.9954788832658711,0.5309249198412198,1376302.23367745,74642.8737622038,0.6983801811583439,"[0.0, 0.0, 0.0, 0.0]","[-0.16, -0.51, 0.44, -0.3]",,0.0,0.000%,0.0,0.0
4523.TWO,永彰,上櫃,電機機械,49.9,65100000,3248.49,"[969595.0, 675393.0, 724082.0, 557207.0]","[702643.0, 514500.0, 520328.0, 417637.0]","[-175927.0, -303181.0, -14289.0, -91854.0]","[-105707.0, -238325.0, -24703.0, -50368.0]",0.9954879689754089,0.976792163968951,547562.1256227702,84596.43879728296,1.29948446693215,"[0.0, 0.0, 0.0, 0.0]","[-2.75, -4.74, -0.22, -1.44]",,0.0,0.000%,0.0,0.0
4526.TW,東台,上市,電機機械,33.5,254827008,8536.704768,"[11000093.0, 7778541.0, 9625890.0, 8268841.0]","[8132921.0, 5748912.0, 7239036.0, 6136541.0]","[58947.0, -346776.0, 172703.0, 90955.0]","[123804.0, -94441.0, 147034.0, 109623.0]",0.9985604882678069,0.9915964835408092,7688734.5610811515,-177739.80192535667,-0.6974920096591829,"[0.2, 0.0, 0.2, 0.2]","[0.23, -1.36, 0.68, 0.36]",0.9782452628836696,0.07755780395637615,0.232%,19.763823129253897,1.551156079127523
4527.TWO,方土霖,上櫃,電機機械,45.85,76152000,3491.5692,"[2677510.0, 2606787.0, 2533785.0, 3032863.0]","[1823482.0, 1788812.0, 1788904.0, 1962802.0]","[163270.0, 206980.0, 150793.0, 204046.0]","[83737.0, 132466.0, 95398.0, 102398.0]",0.9902529578757338,0.744572230698658,3742761.340431886,211098.7681405223,2.7720712278144015,"[1.6, 2.0, 1.8, 2.0]","[2.14, 2.72, 1.98, 2.68]",0.815724479969292,2.0130541968226243,4.391%,153.2981031964365,40.261083936452486
